,rating,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,language,name,address,closed,gps,translated,top_category,relevant_cat,cat_cluster,sentiment,charged_words,price_words,Class_$$,Class_$$$
1164,3.0,Clam chowder is great.,"['Lobster Restaurant', 'Seafood Restaurant']",116660856576963248542,2013-01-28 17:56:36,2013-01-28,en,Red Lobster,"['10500 Ulmerton Rd', 'Largo, FL 33771']",False,"[27.894161, -82.782448]",Clam chowder is great.,Lobster Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",['great.'],[],1,0
1195,1.0,,"['Japanese Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",105651807358012660681,2013-08-28 20:02:53,2013-08-28,en,Aoki Restaurant,"['234 W 48th St', 'New York, NY 10036']",False,"[40.760588, -73.986171]",,Japanese Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1197,5.0,"The pulled pork was excellent.  The fries were seasoned with salt, pepper, and rosemary; very crispy and delicious.  Will plan to stop on the return.",['Bar & Grill'],108440377092466064515,2012-08-25 19:06:23,2012-08-25,en,D J's Restaurant & Lounge,"['1701 N Park Dr', 'Winslow, AZ 86047']",False,"[35.037832, -110.69851]","The pulled pork was excellent.  The fries were seasoned with salt, pepper, and rosemary; very crispy and delicious.  Will plan to stop on the return.",Bar & Grill,True,0.0,"{'neg': 0.069, 'neu': 0.69, 'pos': 0.241, 'compound': 0.7553}","['excellent.', 'delicious.', 'stop']",[],1,0
1198,4.0,Fast and friendly service; chicken nuggets and french fries are the best!,"['Fast Food Restaurant', 'Hamburger Restaurant']",100047811669295442744,2013-01-19 16:14:21,2013-01-19,en,McDonald's,"['2080 N Main St', 'Layton, UT 84041']",False,"[41.091015, -112.002578]",Fast and friendly service; chicken nuggets and french fries are the best!,Fast Food Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8268}","['friendly', 'best!']",[],0,1
1200,4.0,"Excellent pizza, fast, hot, and ready!",['Delivery Restaurant'],111476893654465517504,2013-01-19 16:01:39,2013-01-19,en,Little Caesars Pizza,"['1933 North 2000 West, Space H', 'Clinton Towne Center Shops', 'Clinton, UT 84015']",False,"[41.142053, -112.064466]","Excellent pizza, fast, hot, and ready!",Delivery Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.7574}","['Excellent', 'ready!']",[],0,1
1215,4.0,Excellent gyros.  Cozy atmosphere and attentive staff.  Definitely worth a look if you are near here.,"['Middle Eastern Restaurant', 'Bar & Grill', 'Mediterranean Restaurant']",103288668036505497461,2009-05-03 01:22:15,2009-05-02,en,Sultan Grill,"['12650 W 64th Ave', 'Arvada, CO 80004']",False,"[39.811351, -105.140742]",Excellent gyros.  Cozy atmosphere and attentive staff.  Definitely worth a look if you are near here.,Middle Eastern Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.8074}","['Excellent', 'Definitely', 'worth']",['worth'],1,0
1216,1.0,Service and food is terrible.  The building is nice.   If you want good homestyle food go to Mimi's Cafe.  Avoid this place like the plague.,"['American Restaurant', 'Fast Food Restaurant', 'Sandwich Shop']",103403862738064317328,2011-02-15 03:14:08,2011-02-14,en,Cheddar's Casual Cafe,"['15775 E Briarwood Cir', 'Aurora, CO 80016']",False,"[39.594038, -104.804275]",Service and food is terrible.  The building is nice.   If you want good homestyle food go to Mimi's Cafe.  Avoid this place like the plague.,American Restaurant,True,1.0,"{'neg': 0.157, 'neu': 0.562, 'pos': 0.281, 'compound': 0.4939}","['terrible.', 'nice.', 'want', 'good', 'Avoid', 'like']",[],0,1
1220,2.0,"The menu is enormous.  So enormous that nothing really tastes that great.  Also the menu has pictures.  Never a good sign.  It's okay, but Little Anita's is better or even Hacienda.",['Mexican Restaurant'],115812906903105166635,2011-02-15 03:19:03,2011-02-14,en,Real de Minas III,"['6775 S Cornerstar Way', 'Aurora, CO 80016']",False,"[39.59329, -104.806967]","The menu is enormous.  So enormous that nothing really tastes that great.  Also the menu has pictures.  Never a good sign.  It's okay, but Little Anita's is better or even Hacienda.",Mexican Restaurant,True,2.0,"{'neg': 0.047, 'neu': 0.744, 'pos': 0.209, 'compound': 0.708}","['great.', 'good', 'okay,', 'better']",[],1,0
1230,3.0,good food. nice people,"['Pizza Restaurant', 'European Restaurant']",106688000258518784276,2012-12-22 03:30:46,2012-12-21,en,Pizza Hut,"['1811 Guadalupe St', 'Austin, TX 78701']",False,"[30.281261, -97.741478]",good food. nice people,Pizza Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}","['good', 'nice']",[],0,1
1243,5.0,"Not good fast food like other restaurants, Culver's is great food fast.  The cheese curds are to die for.  Excellent place to eat and food is made to order so not sitting under a heat lamp for who knows how long.  Save room for frozen custard for dessert.","['Hamburger Restaurant', 'Fast Food Restaurant']",112448500459113837981,2012-07-06 03:56:30,2012-07-05,en,Culver's,"['3400 Mallory Ln', 'Franklin, TN 37067']",False,"[35.940285, -86.820871]","Not good fast food like other restaurants, Culver's is great food fast.  The cheese curds are to die for.  Excellent place to eat and food is made to order so not sitting under a heat lamp for who knows how long.  Save room for frozen custard for dessert.",Hamburger Restaurant,True,2.0,"{'neg': 0.102, 'neu': 0.676, 'pos': 0.222, 'compound': 0.8173}","['good', 'like', 'great', 'die', 'Excellent', 'Save']",[],0,1
1245,5.0,"Best ""local bar"" around!!! Good prices, good food, good people, good events. There's always something going on.  New beers on tap, etc.  Nice balcony view. Tuesday night team trivia (8:00) is lots of fun and you can win gift certificates  : ) All-around, just a great local bar.","['American Restaurant', 'Fast Food Restaurant', 'Live Music Venue']",100956700865372710823,2012-05-01 14:44:01,2012-05-01,en,Harvey's Bar and Grill,"['13812 Cinnabar Pl', 'Huntersville, NC 28078']",False,"[35.413325, -80.833918]","Best ""local bar"" around!!! Good prices, good food, good people, good events. There's always something going on.  New beers on tap, etc.  Nice balcony view. Tuesday night team trivia (8:00) is lots of fun and you can win gift certificates  : ) All-around, just a great local bar.",American Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.9868}","['Best', 'Good', 'good', 'good', 'good', 'Nice', 'fun', 'win', 'gift', 'great']",['price'],1,0
1246,5.0,"OMG. WOW!!  Sooo cheap, and SO GOOD!  Best Sesame tofu I've had in America.  Good quality sauce and rice as well.   Ridiculously cheap lunch specials.  I bought lunch for 2 (including 2 sodas) + tip and tax for $12 !?! We both loved the food, and went home with leftovers.  THUMBS UP!!! The only downside is that the dine-in atmosphere is pretty lousy.... but for a deal this good... who cares!!  : )","['Chinese Restaurant', 'Asian Restaurant']",101669343869681414259,2012-05-01 18:23:20,2012-05-01,en,Shanghai House,"['924 S Main St', 'Kannapolis, NC 28081']",True,"[35.48251, -80.626983]","OMG. WOW!!  Sooo cheap, and SO GOOD!  Best Sesame tofu I've had in America.  Good quality sauce and rice as well.   Ridiculously cheap lunch specials.  I bought lunch for 2 (including 2 sodas) + tip and tax for $12 !?! We both loved the food, and went home with leftovers.  THUMBS UP!!! The only downside is that the dine-in atmosphere is pretty lousy.... but for a deal this good... who cares!!  : )",Chinese Restaurant,True,2.0,"{'neg': 0.058, 'neu': 0.653, 'pos': 0.288, 'compound': 0.9701}","['WOW!!', 'GOOD!', 'Best', 'Good', 'well.', 'Ridiculously', 'loved', 'downside', 'pretty', 'lousy....', 'good...', 'cares!!']","['deal', 'cheap']",1,0
1250,4.0,"Fantastic food that is better than just ""bar food.""  I'm addicted to the buffalo shrimp tacos. Beautiful lake view!! Totally reasonable prices on food + drink specials.   Oh yeah... and you can boat-up, too.  : )","['Restaurant', 'Bar', 'Live Music Venue']",113146355621836006541,2012-05-01 14:20:07,2012-05-01,en,Rusty Rudder,"['20210 Henderson Rd #101', 'Cornelius, NC 28031']",False,"[35.487246, -80.888424]","Fantastic food that is better than just ""bar food.""  I'm addicted to the buffalo shrimp tacos. Beautiful lake view!! Totally reasonable prices on food + drink specials.   Oh yeah... and you can boat-up, too.  : )",Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.9214}","['Fantastic', 'better', 'Beautiful', 'yeah...']",['price'],0,1
1251,4.0,"Good food, good price, friendly service. Nice place for lunch.","['Mexican Restaurant', 'Latin American Restaurant']",115354273786077847007,2012-05-01 14:46:08,2012-05-01,en,Los Arcos Mexican Restaurant,"['1021 S Cannon Blvd', 'Kannapolis, NC 28083']",False,"[35.480778, -80.611601]","Good food, good price, friendly service. Nice place for lunch.",Mexican Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.8957}","['Good', 'good', 'friendly', 'Nice']",['price'],1,0
1253,5.0,"I love Alton's!  I recommend Alton's to all of my more sophistocated friends that visit the area. They have extremely friendly service and a great wine & cocktail list. I frequently bring my Great Dane to dine with me on their patio (well-behaved pups welcome) The price is reasonable, but not cheap.  The atmosphere is great though... and the quality of food and service, very good.  Alton's would be a GREAT DATE PLACE.  ; )","['American Restaurant', 'Cocktail Bar']",116331996912844676421,2012-05-01 14:35:42,2012-05-01,en,Alton's Kitchen & Cocktails,"['19918 N Cove Rd', 'Cornelius, NC 28031']",False,"[35.479236, -80.893918]","I love Alton's!  I recommend Alton's to all of my more sophistocated friends that visit the area. They have extremely friendly service and a great wine & cocktail list. I frequently bring my Great Dane to dine with me on their patio (well-behaved pups welcome) The price is reasonable, but not cheap.  The atmosphere is great though... and the quality of food and service, very good.  Alton's would be a GREAT DATE PLACE.  ; )",American Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.986}","['love', 'recommend', 'friends', 'friendly', 'great', 'Great', 'welcome)', 'great', 'good.', 'GREAT']","['price', 'cheap']",1,0
1254,5.0,"Always super friendly service.  Food is always good. Good Prices.  Usually have drink specials, too. They also let you customize your entre if yo're a picky eater.","['Mexican Restaurant', 'Tax Preparation Service']",118197321351706027008,2012-05-01 14:23:05,2012-05-01,en,Taxco,"['9719 Sam Furr Rd', 'Huntersville, NC 28078']",False,"[35.443632, -80.86458]","Always super friendly service. Food is always good. Good Prices. Usually have drink specials, too. They also let you customize your entre if you're a picky eater.",Mexican Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.9169}","['super', 'friendly', 'good.', 'Good']",['price'],0,1
1256,2.0,"I don't normally write reviews, but this place may warrant one... little slow and not extremely friendly when compared to the other nearby fast food joints.  I also tend to be cheap around the holidays and it bothers me when something is advertised and not honored.  They've been advertising their special constantly.  I even went the extra mile and checked the special online ahead of time.  But the price of my food was just about double and when questioned the employee stated I needed a coupon in order to honor the special.  I do not know if this is a problem with burger king on the larger scale or this particular franchise, but either way, I wasn't very impressed.","['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",111245314647728859033,2012-11-15 03:34:08,2012-11-14,en,Burger King,"['604 Mc Dermott Drive', 'Allen, TX 75013']",True,"[33.10123, -96.67458]","I don't normally write reviews, but this place may warrant one... little slow and not extremely friendly when compared to the other nearby fast food joints.  I also tend to be cheap around the holidays and it bothers me when something is advertised and not honored.  They've been advertising their special constantly.  I even went the extra mile and checked the special online ahead of time.  But the price of my food was just about double and when questioned the employee stated I needed a coupon in order to honor the special.  I do not know if this is a problem with burger king on the larger scale or this particular franchise, but either way, I wasn't very impressed.",Hamburger Restaurant,True,1.0,"{'neg': 0.13, 'neu': 0.744, 'pos': 0.126, 'compound': 0.1201}","['friendly', 'holidays', 'bothers', 'honored.', 'special', 'special', 'questioned', 'honor', 'special.', 'problem', 'impressed.']","['price', 'cheap']",0,1
1258,5.0,Excellent Greek and Italian!,"['Restaurant', 'European Restaurant', 'Mediterranean Restaurant']",100128450483253828262,2012-12-10 02:01:21,2012-12-09,en,Acropolis Cafe & Grille,"['20659 Catawba Ave', 'Cornelius, NC 28031']",False,"[35.483917, -80.872101]",Excellent Greek and Italian!,Restaurant,True,3.0,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",['Excellent'],[],1,0
1259,5.0,"Excellent food, a little pricey, but very good pizza - definitely try the hummus!","['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",104182904126445553310,2012-12-10 01:59:15,2012-12-09,en,Brixx Wood Fired Pizza,"['16915 Birkdale Commons Pkwy', 'Huntersville, NC 28078']",False,"[35.446119, -80.879244]","Excellent food, a little pricey, but very good pizza - definitely try the hummus!",European Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8881}","['Excellent', 'good', 'definitely']","['price', 'pricey']",1,0
1261,4.0,"all in all very good - I order online and have them deliver to me when I'm gaming at Parker, Banner, Kent and Wayne","['Delivery Restaurant', 'Pizza Takeout', 'Chicken Wings Restaurant']",106427993487957237528,2012-12-10 02:00:05,2012-12-09,en,Domino's Pizza,"['20601 Torrence Chapel Rd #109', 'Cornelius, NC 28031']",False,"[35.483889, -80.878799]","all in all very good - I order online and have them deliver to me when I'm gaming at Parker, Banner, Kent and Wayne",Delivery Restaurant,True,3.0,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4927}",['good'],[],0,1
1262,3.0,"This franchise has never served ""bad"" pizza... however the crew isn't always the fastest and for a while they where forgetting things (wings breadsticks etc) when ordered.   last time they didn't do too bad other than being short staffed and therefor slow..","['Pizza Restaurant', 'European Restaurant']",109985037798554863697,2012-12-10 01:58:20,2012-12-09,en,Pizza Hut,"['1333 Shearers Rd', 'Mooresville, NC 28115']",False,"[35.534425, -80.80051]","This franchise has never served ""bad"" pizza... however the crew isn't always the fastest and for a while they where forgetting things (wings breadsticks etc) when ordered.   last time they didn't do too bad other than being short staffed and therefor slow..",Pizza Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.6908}","['""bad""', 'bad']",[],0,1
1263,3.0,"First time I went the food was pretty decent, kind of a whole-in-the-wall place thought, second time the service was horrible, took forever to get our food, other groups where seated and served before we where, no refills... really the guy showed up once right after the food came out then fell off the face of the earth...","['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",114442669355246797080,2012-12-10 01:54:25,2012-12-09,en,Sebastiano's Pizzeria,"['862 Brawley School Rd', 'Mooresville, NC 28117']",False,"[35.575504, -80.889313]","First time I went the food was pretty decent, kind of a whole-in-the-wall place thought, second time the service was horrible, took forever to get our food, other groups where seated and served before we where, no refills... really the guy showed up once right after the food came out then fell off the face of the earth...",Pizza Restaurant,True,2.0,"{'neg': 0.089, 'neu': 0.861, 'pos': 0.05, 'compound': -0.3612}","['pretty', 'kind', 'horrible,', 'no']",[],1,0
1266,4.0,Good. Times,['Asian Restaurant'],109205661536186731131,2013-05-27 12:25:57,2013-05-27,en,Asian Buffet & Grill,"['1750 E Sternberg Rd', 'Muskegon, MI 49444']",False,"[43.154519, -86.2028]",Good. Times,Asian Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",['Good.'],[],1,0
1276,5.0,"I hit up Rudy's on a recommendation by the staff at the my hotel just down the road. Saying the food here is excellent is an understatement - it blew away my expectations about how BBQ should taste. The meat is tender and juicy - even the turkey! The cream corn is sinfully delicious. The decor is fun and up-beat, with a fantastic irreverent attitude that matches the energetic and engaged staff. Samples of the different options means you can make sure whatever you get is exactly what you want on the first try. My advice - this meat fills you up fast, 1/2 lb is all you need (however much your eyes are telling you to go for more).","['Barbecue Restaurant', 'Box Lunch Supplier', 'Gas Station']",100991475656501357053,2013-02-05 02:24:16,2013-02-04,en,Rudy's Country Store And Bar-B-Q,"['2451 S Capital of Texas Hwy', 'Austin, TX 78746']",False,"[30.263562, -97.815557]","I hit up Rudy's on a recommendation by the staff at the my hotel just down the road. Saying the food here is excellent is an understatement - it blew away my expectations about how BBQ should taste. The meat is tender and juicy - even the turkey! The cream corn is sinfully delicious. The decor is fun and up-beat, with a fantastic irreverent attitude that matches the energetic and engaged staff. Samples of the different options means you can make sure whatever you get is exactly what you want on the first try. My advice - this meat fills you up fast, 1/2 lb is all you need (however much your eyes are telling you to go for more).",Barbecue Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.9712}","['excellent', 'delicious.', 'fun', 'fantastic', 'energetic', 'engaged', 'sure', 'want']",[],0,1
1287,2.0,,"['Bar & Grill', 'Hamburger Restaurant']",112444463995372453717,2013-05-27 19:34:43,2013-05-27,en,Mugshots Grill & Bar,"['7425 Corporate Blvd #810', 'Baton Rouge, LA 70809']",True,"[30.432017, -91.113581]",,Bar & Grill,True,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1298,5.0,"Unbeatable superior service and some of the most flavourful foods yo'll ever taste!  You would never think it when driving by because the restaurant is hidden, but once you eat there, it'll become one of your favourite - if not your #1 place to dine!  Appetizers: Try the Shrimp Ajo and Spinach Salad Dinner: Salmon, Filet and Scallop dishes are delicious! Dessert: If you are a fan of chocolate mousse cake, then yo'll die for this one!  Is family-friendly + fine dining combined possible?!  YES!  Here, the owners love kids! They bring toys to the table, crayons and paper... They have sippy cups, plastic forks and spoons for toddlers - it's fantastic.",['Bar & Grill'],104931986804983043071,2013-05-20 20:37:48,2013-05-20,en,Idylwood Grill and Wine Bar,"['2190 Pimmit Dr', 'Falls Church, VA 22043']",False,"[38.901992, -77.20546]","Unbeatable superior service and some of the most flavourful foods yo'll ever taste!  You would never think it when driving by because the restaurant is hidden, but once you eat there, it'll become one of your favourite - if not your #1 place to dine!  Appetizers: Try the Shrimp Ajo and Spinach Salad Dinner: Salmon, Filet and Scallop dishes are delicious! Dessert: If you are a fan of chocolate mousse cake, then yo'll die for this one!  Is family-friendly + fine dining combined possible?!  YES!  Here, the owners love kids! They bring toys to the table, crayons and paper... They have sippy cups, plastic forks and spoons for toddlers - it's fantastic.",Bar & Grill,True,0.0,"{'neg': 0.039, 'neu': 0.752, 'pos': 0.209, 'compound': 0.9767}","['superior', 'delicious!', 'fan', 'die', 'fine', 'YES!', 'love', 'fantastic.']",[],1,0
1302,2.0,"I didn't get the chili on my burger that I ordered, and we never got the fries with our kid's meal. Burger wasn't very good, I wouldn't eat there again. Fries aren't very good, the sweet potatoe ones we got were old and gross","['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",116089008154971297801,2011-11-14 19:28:38,2011-11-14,en,Burger 7,"['7505 Leesburg Pike', 'Falls Church, VA 22043']",False,"[38.902293, -77.204643]","I didn't get the chili on my burger that I ordered, and we never got the fries with our kid's meal. Burger wasn't very good, I wouldn't eat there again. Fries aren't very good, the sweet potatoe ones we got were old and gross",Hamburger Restaurant,True,1.0,"{'neg': 0.162, 'neu': 0.775, 'pos': 0.063, 'compound': -0.6227}","['good,', 'good,', 'sweet', 'gross']",[],0,1
1315,3.0,Average food,['American Restaurant'],100554493680935398115,2012-01-17 02:08:30,2012-01-16,en,Dillons,"['850 Dogwood Rd', 'Lawrenceville, GA 30044']",False,"[33.890065, -84.061654]",Average food,American Restaurant,True,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
1316,4.0,,['American Restaurant'],107764472102052272227,2012-01-17 02:10:34,2012-01-16,en,Eagle's Landing Cafe & Grill,"['3001 River Dr', 'Lawrenceville, GA 30044']",False,"[33.888474, -84.061274]",,American Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1317,5.0,,"['American Restaurant', 'French Restaurant']",108204818688983859745,2012-09-17 00:58:57,2012-09-16,en,Three Blind Mice,"['1066 Killian Hill Rd SW #101', 'Lilburn, GA 30047']",False,"[33.86704, -84.090531]",,American Restaurant,True,4.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1318,3.0,,"['Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",110060526081343293407,2012-01-17 02:11:30,2012-01-16,en,Sonic,"['820 Oak Rd', 'Lawrenceville, GA 30044']",False,"[33.88944, -84.061438]",,Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
1320,2.0,,"['Seafood Restaurant', 'Fast Food Restaurant']",115370355759042332968,2012-01-17 02:11:58,2012-01-16,en,Captain D's,"['4113 Lawrenceville Hwy', 'Lilburn, GA 30047']",False,"[33903720.0, -84117702.0]",,Seafood Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
1329,3.0,"When I walked in, at about 3 pm (definitely not ""rush hour"") I stood at the counter several minutes before any one acknowledged me. My husband and I ended up ordering two sandwiches. The Chicken Parm sandwich was good, but a little dry. The pastrami sandwich was delicious, the meat was tender and not too chewy. We also ordered a side of onion rings (which included about 10 onion rings for $3), and a bowl of the chili. The chili was good, though it tasted like it had green bell peppers in it, and that flavor was overpowering.    Like others have said, they only take cash, at the time of this review the ATM on the premise has a $2.00 fee. The staff was not very friendly, and not helpful. Perhaps because we were tourists, or because I'm not from Maine and am not used to what seems to be a common set-up in restaurants in this area (order at the front, then seat yourself).","['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",105269742539096714571,2013-05-24 21:54:29,2013-05-24,en,Cabin,"['552 Washington St', 'Bath, ME 04530']",False,"[43.904608, -69.815897]","When I walked in, at about 3 pm (definitely not ""rush hour"") I stood at the counter several minutes before any one acknowledged me. My husband and I ended up ordering two sandwiches. The Chicken Parm sandwich was good, but a little dry. The pastrami sandwich was delicious, the meat was tender and not too chewy. We also ordered a side of onion rings (which included about 10 onion rings for $3), and a bowl of the chili. The chili was good, though it tasted like it had green bell peppers in it, and that flavor was overpowering.    Like others have said, they only take cash, at the time of this review the ATM on the premise has a $2.00 fee. The staff was not very friendly, and not helpful. Perhaps because we were tourists, or because I'm not from Maine and am not used to what seems to be a common set-up in restaurants in this area (order at the front, then seat yourself).",European Restaurant,True,2.0,"{'neg': 0.037, 'neu': 0.858, 'pos': 0.105, 'compound': 0.9088}","['(definitely', 'good,', 'delicious,', 'good,', 'like', 'Like', 'friendly,', 'helpful.']",['fee'],1,0
1330,5.0,"Let me start out with my warning: this is not the place to take a toddler. Though the staff was nice, it is a small neighborhood place with a very hushed, cozy atmosphere. The staff was quick to get us a high chair, but many of the patrons gave us disapproving looks as we buckled our 2 year old into the seat. She had one ""outburst"" that lasted less than a minute, then was her usual, quiet, self the entire time - but I felt like I was imposing on ""their place"".  Having been there, I don't think I would take my toddler there again. We found The Front Room through google search and chose to go there because of all the great reviews. The food was definitely good. I had the Reuben and my husband had the Croque Madame (ham and cheese sandwich with a fried egg on top). I tasted both and they were delicious. They were served with home-made bread and butter pickles - yumm! We ordered the ""side"" of oatmeal for our toddler, and it was a massive bowl, and it was also really tasty (the waitress gave us some sort of fruit preserves to add to it).   Overall it was delicious, and would be a great place to go with adults or older children, but the place is small and typically quiet - so out of courtesy to the other patrons I would not suggest taking younger children.","['American Restaurant', 'Bar']",108827309138198161382,2013-05-20 23:44:41,2013-05-20,en,The Front Room,"['73 Congress St', 'Portland, ME 04101']",False,"[43.667218, -70.246427]","Let me start out with my warning: this is not the place to take a toddler. Though the staff was nice, it is a small neighborhood place with a very hushed, cozy atmosphere. The staff was quick to get us a high chair, but many of the patrons gave us disapproving looks as we buckled our 2 year old into the seat. She had one ""outburst"" that lasted less than a minute, then was her usual, quiet, self the entire time - but I felt like I was imposing on ""their place"".  Having been there, I don't think I would take my toddler there again. We found The Front Room through google search and chose to go there because of all the great reviews. The food was definitely good. I had the Reuben and my husband had the Croque Madame (ham and cheese sandwich with a fried egg on top). I tasted both and they were delicious. They were served with home-made bread and butter pickles - yumm! We ordered the ""side"" of oatmeal for our toddler, and it was a massive bowl, and it was also really tasty (the waitress gave us some sort of fruit preserves to add to it).   Overall it was delicious, and would be a great place to go with adults or older children, but the place is small and typically quiet - so out of courtesy to the other patrons I would not suggest taking younger children.",American Restaurant,True,1.0,"{'neg': 0.012, 'neu': 0.842, 'pos': 0.146, 'compound': 0.9911}","['warning:', 'nice,', 'like', 'imposing', 'great', 'definitely', 'good.', 'top).', 'delicious.', 'delicious,', 'great', 'courtesy']",[],1,0
1354,5.0,Food is pretty good and it's a friendly environment.  They can accommodate if yo're in a hurry.,"['Asian Restaurant', 'Chinese Restaurant']",105633029973436537906,2014-03-17 01:33:54,2014-03-16,en,Eagle Restaurant,"['26 W Alisal St', 'Salinas, CA 93901']",False,"[36.673784, -121.655614]",Food is pretty good and it's a friendly environment. They can accommodate if you're in a hurry.,Asian Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.8519}","['pretty', 'good', 'friendly']",[],1,0
1377,5.0,Pricey (~$17/head) but worth the cost.,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",111872836033153905518,2013-07-16 03:49:02,2013-07-15,en,India House,"['1038 SW Morrison St', 'Portland, OR 97215']",False,"[45.52015, -122.682934]",Pricey (~$17/head) but worth the cost.,Indian Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.3291}",['worth'],"['price', 'worth', 'pricey', 'cost']",1,0
1379,3.0,Decent. Not as good as Esan.,"['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",114713828789925583632,2013-07-11 16:55:16,2013-07-11,en,Red Onion Thai Cuisine,"['1123 NW 23rd Ave', 'Portland, OR 97210']",False,"[45.531, -122.698765]",Decent. Not as good as Esan.,Thai Restaurant,True,0.0,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.3412}",['good'],[],1,0
1385,5.0,(y) (y),['Cafe'],106271156030485257924,2013-05-27 21:59:11,2013-05-27,es,Costa Coffee,"['Damascus', 'Syria']",False,"[33.514362, 36.289376]",(and) (and),Cafe,True,2.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1443,1.0,"didn't like the food at all. no flavor and very spicy. seems to be for Mexicans from Mexico.. not the typical ""craving mexican food"" eater :) just my opinion!","['Spanish Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",105983064462603277655,2011-12-27 23:00:09,2011-12-27,en,Crazy Burritos,"['238 Plainfield Ave', 'Edison, NJ 08817']",False,"[40.512729, -74.402672]","didn't like the food at all. no flavor and very spicy. seems to be for Mexicans from Mexico.. not the typical ""craving mexican food"" eater :) just my opinion!",Spanish Restaurant,True,2.0,"{'neg': 0.137, 'neu': 0.774, 'pos': 0.089, 'compound': -0.1536}","['like', 'no', ':)']",[],1,0
1445,5.0,awesome food! awesome prices!!,"['Mexican Restaurant', 'Latin American Restaurant']",117645755903036212380,2011-12-27 23:00:57,2011-12-27,en,Jose Tejas,"['700 U.S. 1', 'Iselin, NJ 08830']",False,"[40.561154, -74.30105]",awesome food! awesome prices!!,Mexican Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.181, 'pos': 0.819, 'compound': 0.8772}","['awesome', 'awesome']",['price'],1,0
